yy,mm,dd,hh,mm_2,wdir,wspd,gst,wvht,dpd,apd,mwd,pres,atmp,wtmp,dewp,vis,tide
2024,02,24,17,01,70,6.7,99,99,99,99,999,1017.6,12.7,13.6,999,99,99
2024,02,24,18,01,80,6.2,99,99,99,99,999,1017.8,14,13.7,999,99,99
2024,02,24,19,01,90,3.6,99,99,99,99,999,1018.1,14.7,13.7,999,99,99
2024,02,24,20,01,50,1.5,99,99,99,99,999,1017.8,15,14,999,99,99
2024,02,24,21,01,350,0.5,99,99,99,99,999,1017.2,16.1,13.9,999,99,99
2024,02,24,22,01,230,2.1,99,99,99,99,999,1016.9,16.1,14.1,999,99,99
2024,02,24,22,48,230,4.1,99,99,99,99,999,1017,15.6,14.3,999,99,99
2024,02,25,00,01,230,4.1,99,99,99,99,999,1016.8,15.1,14.2,999,99,99
2024,02,25,01,01,230,3.6,99,99,99,99,999,1016.7,15,14.1,999,99,99
2024,02,25,02,01,230,2.6,99,99,99,99,999,1017.2,14.7,14.1,999,99,99
2024,02,25,03,01,270,1.5,99,99,99,99,999,1017.6,14.5,14.1,999,99,99
2024,02,25,04,01,200,1.5,99,99,99,99,999,1017.8,14.3,14,999,99,99
2024,02,25,05,01,190,1.5,99,99,99,99,999,1018,14.2,13.9,999,99,99
2024,02,25,06,01,170,2.1,99,99,99,99,999,1017.7,13.8,13.9,999,99,99
2024,02,25,07,01,200,2.1,99,99,99,99,999,1017.7,13.8,13.8,999,99,99
2024,02,25,08,01,0,0,99,99,99,99,999,1017.7,13.6,13.8,999,99,99
2024,02,25,09,01,200,1,99,99,99,99,999,1018,13.5,13.8,999,99,99
2024,02,25,10,01,190,2.1,99,99,99,99,999,1017.8,13.4,13.8,999,99,99
2024,02,25,11,01,190,4.6,99,99,99,99,999,1017.4,13,13.7,999,99,99
2024,02,25,12,01,190,4.6,99,99,99,99,999,1017.8,13.2,13.7,999,99,99
2024,02,25,13,01,210,4.1,99,99,99,99,999,1018.5,13.5,13.7,999,99,99
2024,02,25,14,01,150,1.5,99,99,99,99,999,1018.2,13.2,13.7,999,99,99
2024,02,25,15,01,130,1,99,99,99,99,999,1018.1,13.2,13.7,999,99,99
2024,02,25,16,01,110,3.6,99,99,99,99,999,1018.7,12.1,13.7,999,99,99
2024,02,25,17,01,70,2.1,99,99,99,99,999,1019.3,13,13.7,999,99,99
2024,02,25,18,01,100,2.1,99,99,99,99,999,1019.5,13.1,13.9,999,99,99
2024,02,25,19,01,120,1,99,99,99,99,999,1019.4,13,14,999,99,99
2024,02,25,20,01,270,1.5,99,99,99,99,999,1019.3,13.7,14.2,999,99,99
2024,02,25,21,01,260,3.1,99,99,99,99,999,1018.9,13.6,14.4,999,99,99
2024,02,25,22,01,230,4.6,99,99,99,99,999,1018.3,13.4,14.2,999,99,99
2024,02,25,22,48,220,4.6,99,99,99,99,999,1018,13.5,14.2,999,99,99
2024,02,26,00,01,200,2.6,99,99,99,99,999,1017.2,13.7,14.4,999,99,99
2024,02,26,01,01,250,4.1,99,99,99,99,999,1017.8,13.8,14.3,999,99,99
2024,02,26,02,01,260,3.6,99,99,99,99,999,1018.2,13.6,14.1,999,99,99
2024,02,26,03,01,270,2.1,99,99,99,99,999,1018.1,13.5,14.1,999,99,99
2024,02,26,04,01,270,1,99,99,99,99,999,1018.5,13.4,14,999,99,99
2024,02,26,05,01,230,1.5,99,99,99,99,999,1019,13.4,13.9,999,99,99
2024,02,26,06,01,220,0.5,99,99,99,99,999,1019.3,13.3,13.8,999,99,99
2024,02,26,07,01,0,0,99,99,99,99,999,1019.3,13.1,13.8,999,99,99
2024,02,26,08,01,70,3.1,99,99,99,99,999,1019,13,13.8,999,99,99
2024,02,26,09,01,90,1.5,99,99,99,99,999,1018.4,12.8,13.8,999,99,99
2024,02,26,10,01,90,4.6,99,99,99,99,999,1018,12.2,13.8,999,99,99
2024,02,26,11,01,80,3.1,99,99,99,99,999,1017.9,12.3,13.7,999,99,99
2024,02,26,12,01,90,2.1,99,99,99,99,999,1017.9,11.8,13.7,999,99,99
2024,02,26,13,01,80,4.1,99,99,99,99,999,1017.2,12,13.8,999,99,99
2024,02,26,14,01,40,3.6,99,99,99,99,999,1017.5,11.3,13.8,999,99,99
2024,02,26,15,01,80,7.2,99,99,99,99,999,1017.5,11.6,13.7,999,99,99
2024,02,26,16,01,80,3.6,99,99,99,99,999,1017.8,11.8,13.7,999,99,99
2024,02,26,17,01,60,5.1,99,99,99,99,999,1018.1,11.9,13.8,999,99,99
2024,02,26,18,01,130,6.2,99,99,99,99,999,1018.3,12.4,13.7,999,99,99
2024,02,26,19,01,80,4.1,99,99,99,99,999,1017.8,12.4,13.8,999,99,99
2024,02,26,20,01,360,3.1,99,99,99,99,999,1017.3,12.8,13.9,999,99,99
2024,02,26,21,01,280,2.1,99,99,99,99,999,1017.1,13.6,14.1,999,99,99
2024,02,26,22,01,290,4.6,99,99,99,99,999,1016.6,13.4,14.1,999,99,99
2024,02,26,22,48,290,5.7,99,99,99,99,999,1016,13.7,14.1,999,99,99
2024,02,27,00,01,280,4.1,99,99,99,99,999,1015.3,13.5,14,999,99,99
2024,02,27,01,01,280,5.7,99,99,99,99,999,1015.4,13.9,14,999,99,99
2024,02,27,02,01,290,7.7,99,99,99,99,999,1015.4,13.6,13.9,999,99,99
2024,02,27,03,01,290,11.3,99,99,99,99,999,1015.3,13.4,13.8,999,99,99
2024,02,27,04,01,290,11.3,99,99,99,99,999,1015.4,13.2,13.8,999,99,99
2024,02,27,05,01,300,11.8,99,99,99,99,999,1015.9,13,13.7,999,99,99
2024,02,27,06,01,300,9.3,99,99,99,99,999,1016.5,12.8,13.7,999,99,99
2024,02,27,07,01,300,7.7,99,99,99,99,999,1016.7,12.9,13.7,999,99,99
2024,02,27,08,01,300,6.2,99,99,99,99,999,1016.7,12.6,13.7,999,99,99
2024,02,27,09,01,310,7.2,99,99,99,99,999,1016.9,12.4,13.7,999,99,99
2024,02,27,10,01,320,6.7,99,99,99,99,999,1016.9,12.2,13.7,999,99,99
2024,02,27,11,01,310,6.7,99,99,99,99,999,1016.7,12.1,13.7,999,99,99
2024,02,27,12,01,300,6.2,99,99,99,99,999,1016.8,11.8,13.8,999,99,99
2024,02,27,13,01,320,5.7,99,99,99,99,999,1016.9,11.6,13.8,999,99,99
2024,02,27,14,01,350,5.1,99,99,99,99,999,1017.1,11.2,13.7,999,99,99
2024,02,27,15,01,40,5.7,99,99,99,99,999,1017.3,11.2,13.7,999,99,99
2024,02,27,16,01,360,3.6,99,99,99,99,999,1018.4,11.2,13.7,999,99,99
2024,02,27,17,01,340,5.1,99,99,99,99,999,1018.8,12,13.6,999,99,99
2024,02,27,18,01,280,1.5,99,99,99,99,999,1019.5,12.1,13.7,999,99,99
2024,02,27,19,01,290,2.1,99,99,99,99,999,1020,12.5,13.8,999,99,99
2024,02,27,20,01,290,1.5,99,99,99,99,999,1019.4,13.2,14,999,99,99
2024,02,27,21,01,290,7.7,99,99,99,99,999,1018.5,12.9,14,999,99,99
2024,02,27,22,01,300,8.8,99,99,99,99,999,1018,12.9,13.9,999,99,99
2024,02,27,23,01,290,10.3,99,99,99,99,999,1017.7,13,13.8,999,99,99
2024,02,28,00,01,290,9.3,99,99,99,99,999,1017.4,13.2,13.8,999,99,99
2024,02,28,01,01,290,8.2,99,99,99,99,999,1017.3,13.3,13.8,999,99,99
2024,02,28,02,01,300,7.7,99,99,99,99,999,1017.4,13.5,13.8,999,99,99
2024,02,28,03,01,310,6.2,99,99,99,99,999,1017.6,13.8,13.7,999,99,99
2024,02,28,04,01,340,2.1,99,99,99,99,999,1018.2,13.9,13.7,999,99,99
2024,02,28,05,01,310,5.1,99,99,99,99,999,1018.6,13.3,13.7,999,99,99
2024,02,28,06,01,320,4.6,99,99,99,99,999,1018.9,13.3,13.7,999,99,99
2024,02,28,07,01,360,2.6,99,99,99,99,999,1018.9,13.4,13.8,999,99,99
2024,02,28,08,01,50,2.1,99,99,99,99,999,1019.1,13.4,13.8,999,99,99
2024,02,28,09,01,360,4.1,99,99,99,99,999,1019.1,12.5,13.8,999,99,99
2024,02,28,10,01,30,2.6,99,99,99,99,999,1019,12.4,13.8,999,99,99
2024,02,28,11,01,60,3.1,99,99,99,99,999,1018.6,12.1,13.7,999,99,99
2024,02,28,12,01,70,4.1,99,99,99,99,999,1018.3,11.4,13.7,999,99,99
2024,02,28,13,01,60,5.1,99,99,99,99,999,1018.4,11.3,13.7,999,99,99
2024,02,28,14,01,80,5.1,99,99,99,99,999,1018.5,10,13.6,999,99,99
2024,02,28,15,01,60,6.7,99,99,99,99,999,1018.8,10.5,13.6,999,99,99
2024,02,28,16,01,60,6.2,99,99,99,99,999,1019,11.3,13.6,999,99,99
2024,02,28,17,01,60,5.7,99,99,99,99,999,1019,11,13.6,999,99,99
2024,02,28,18,01,40,5.1,99,99,99,99,999,1019.2,11.3,13.7,999,99,99
2024,02,28,19,01,40,3.1,99,99,99,99,999,1019.3,11.9,13.8,999,99,99
2024,02,28,20,01,310,4.6,99,99,99,99,999,1019,13,13.8,999,99,99
2024,02,28,21,01,280,4.1,99,99,99,99,999,1018.2,13.2,14,999,99,99
2024,02,28,22,01,280,5.7,99,99,99,99,999,1017.5,13.5,13.9,999,99,99
2024,02,28,22,48,270,7.2,99,99,99,99,999,1017.6,13.5,14,999,99,99
2024,02,29,00,01,270,5.1,99,99,99,99,999,1017.3,13.6,14,999,99,99
2024,02,29,01,01,280,4.6,99,99,99,99,999,1017.2,13.4,14,999,99,99
2024,02,29,02,01,280,4.6,99,99,99,99,999,1017.2,13.1,13.9,999,99,99
2024,02,29,03,01,280,4.6,99,99,99,99,999,1017.3,13,13.9,999,99,99
2024,02,29,04,01,280,4.6,99,99,99,99,999,1017.6,13,13.9,999,99,99
2024,02,29,05,01,270,3.6,99,99,99,99,999,1018,12.9,13.8,999,99,99
2024,02,29,06,01,260,4.1,99,99,99,99,999,1018.3,12.7,13.8,999,99,99
2024,02,29,07,01,260,3.6,99,99,99,99,999,1018.3,12.5,13.8,999,99,99
2024,02,29,08,01,250,4.1,99,99,99,99,999,1018.3,12.4,13.8,999,99,99
2024,02,29,09,01,230,2.6,99,99,99,99,999,1018.3,12.3,13.8,999,99,99
2024,02,29,10,01,250,3.6,99,99,99,99,999,1018.3,12,13.8,999,99,99
2024,02,29,11,01,240,4.1,99,99,99,99,999,1018.1,11.7,13.7,999,99,99
2024,02,29,12,01,230,3.1,99,99,99,99,999,1018.8,10.9,13.7,999,99,99
2024,02,29,13,01,220,5.7,99,99,99,99,999,1018.8,11.1,13.8,999,99,99
2024,02,29,14,01,200,6.2,99,99,99,99,999,1019.1,11.8,13.7,999,99,99
2024,02,29,15,01,200,6.2,99,99,99,99,999,1018.7,12.4,13.8,999,99,99
2024,02,29,16,01,180,7.2,99,99,99,99,999,1018.9,12.7,13.8,999,99,99
2024,02,29,17,01,200,8.2,99,99,99,99,999,1019.1,12,13.8,999,99,99
2024,02,29,18,01,180,10.3,99,99,99,99,999,1019.1,12.6,13.8,999,99,99
2024,02,29,19,01,180,11.3,99,99,99,99,999,1019.3,12.9,13.8,999,99,99
2024,02,29,20,01,180,13.9,99,99,99,99,999,1019,13.2,13.8,999,99,99
2024,02,29,21,01,180,14.4,99,99,99,99,999,1018.4,13,13.8,999,99,99
2024,02,29,22,01,180,11.3,99,99,99,99,999,1017.8,12.8,13.8,999,99,99
2024,02,29,23,01,180,14.9,99,99,99,99,999,1017.7,12.6,13.8,999,99,99
2024,03,01,00,01,180,13.9,99,99,99,99,999,1017.3,12.8,13.8,999,99,99
2024,03,01,01,01,180,9.8,99,99,99,99,999,1017.1,13.1,13.8,999,99,99
2024,03,01,02,01,190,10.8,99,99,99,99,999,1017,13.2,13.8,999,99,99
2024,03,01,03,01,180,10.3,99,99,99,99,999,1017.3,13.1,13.8,999,99,99
2024,03,01,04,01,240,9.3,99,99,99,99,999,1017.9,12.8,13.8,999,99,99
2024,03,01,05,01,270,6.7,99,99,99,99,999,1018.1,11.8,13.8,999,99,99
2024,03,01,06,01,250,4.6,99,99,99,99,999,1017.9,11.9,13.8,999,99,99
2024,03,01,07,01,230,4.6,99,99,99,99,999,1017.8,12.1,13.7,999,99,99
2024,03,01,08,01,250,5.1,99,99,99,99,999,1017.8,12.6,13.7,999,99,99
2024,03,01,09,01,230,5.7,99,99,99,99,999,1016.7,12,13.7,999,99,99
2024,03,01,10,01,230,6.2,99,99,99,99,999,1017.2,12.7,13.7,999,99,99
2024,03,01,11,01,230,7.7,99,99,99,99,999,1016.5,12.9,13.7,999,99,99
2024,03,01,12,01,220,8.2,99,99,99,99,999,1016.3,13,13.7,999,99,99
2024,03,01,13,01,250,7.7,99,99,99,99,999,1016.2,12.4,13.7,999,99,99
2024,03,01,14,01,240,8.2,99,99,99,99,999,1017.1,10.9,13.7,999,99,99
2024,03,01,15,01,210,10.3,99,99,99,99,999,1016.7,12.1,13.7,999,99,99
2024,03,01,16,01,220,8.2,99,99,99,99,999,1016.8,12.4,13.7,999,99,99
2024,03,01,17,01,210,5.7,99,99,99,99,999,1016.8,12.9,13.7,999,99,99
2024,03,01,18,01,210,7.2,99,99,99,99,999,1016.8,12.8,13.7,999,99,99
2024,03,01,19,01,200,8.8,99,99,99,99,999,1016.8,12.9,13.7,999,99,99
2024,03,01,20,01,190,8.2,99,99,99,99,999,1016.4,12.8,13.8,999,99,99
2024,03,01,21,01,180,9.8,99,99,99,99,999,1015,12.9,13.8,999,99,99
2024,03,01,22,01,190,10.8,99,99,99,99,999,1013.9,13,13.8,999,99,99
2024,03,01,23,01,180,8.8,99,99,99,99,999,1012.9,12.9,13.8,999,99,99
2024,03,02,00,01,190,10.3,99,99,99,99,999,1012.3,13.5,13.8,999,99,99
2024,03,02,01,01,190,11.8,99,99,99,99,999,1012,13.5,13.8,999,99,99
2024,03,02,02,01,200,10.8,99,99,99,99,999,1011.8,12.6,13.8,999,99,99
2024,03,02,03,01,200,9.8,99,99,99,99,999,1011.7,12.6,13.8,999,99,99
2024,03,02,04,01,190,12.9,99,99,99,99,999,1011.5,13.1,13.8,999,99,99
2024,03,02,05,01,200,10.3,99,99,99,99,999,1011.1,13.6,13.7,999,99,99
2024,03,02,06,01,200,12.4,99,99,99,99,999,1010.9,13.3,13.7,999,99,99
2024,03,02,07,01,200,15.4,99,99,99,99,999,1010.6,13.2,13.7,999,99,99
2024,03,02,08,01,210,14.9,99,99,99,99,999,1010.5,13.4,13.7,999,99,99
2024,03,02,09,01,220,10.3,99,99,99,99,999,1010.7,12.9,13.7,999,99,99
2024,03,02,10,01,250,10.3,99,99,99,99,999,1011,12.9,13.7,999,99,99
2024,03,02,11,01,240,13.4,99,99,99,99,999,1011.2,12.3,13.6,999,99,99
2024,03,02,12,01,240,12.4,99,99,99,99,999,1011.4,12,13.6,999,99,99
2024,03,02,13,01,240,6.7,99,99,99,99,999,1011.4,12.2,13.6,999,99,99
2024,03,02,14,01,250,9.8,99,99,99,99,999,1012,10.8,13.6,999,99,99
2024,03,02,15,01,220,7.7,99,99,99,99,999,1013.6,10.6,13.6,999,99,99
2024,03,02,16,01,250,7.7,99,99,99,99,999,1013.1,11.6,13.6,999,99,99
2024,03,02,17,01,270,11.8,99,99,99,99,999,1013.8,10.8,13.6,999,99,99
2024,03,02,18,01,260,7.2,99,99,99,99,999,1014.5,10.8,13.6,999,99,99
2024,03,02,19,01,230,8.2,99,99,99,99,999,1014.5,11.4,13.6,999,99,99
2024,03,02,20,01,240,7.7,99,99,99,99,999,1014.2,11.7,13.6,999,99,99
2024,03,02,21,01,220,5.7,99,99,99,99,999,1013.6,11.4,13.6,999,99,99
2024,03,02,22,01,210,13.4,99,99,99,99,999,1013,11,13.6,999,99,99
2024,03,02,23,01,220,8.8,99,99,99,99,999,1012.2,10.7,13.6,999,99,99
2024,03,03,00,01,210,6.2,99,99,99,99,999,1011.9,11,13.6,999,99,99
2024,03,03,01,01,210,8.2,99,99,99,99,999,1011.3,11.8,13.6,999,99,99
2024,03,03,02,01,270,11.3,99,99,99,99,999,1011.4,12.4,13.6,999,99,99
2024,03,03,03,01,250,6.2,99,99,99,99,999,1012.4,11,13.6,999,99,99
2024,03,03,04,01,240,10.3,99,99,99,99,999,1012.3,12,13.6,999,99,99
2024,03,03,05,01,230,9.8,99,99,99,99,999,1012.9,12.3,13.6,999,99,99
2024,03,03,06,01,240,9.3,99,99,99,99,999,1013.3,12.4,13.6,999,99,99
2024,03,03,07,01,250,8.2,99,99,99,99,999,1013.7,12.3,13.6,999,99,99
2024,03,03,08,01,250,9.8,99,99,99,99,999,1014.3,12.3,13.6,999,99,99
2024,03,03,09,01,260,7.2,99,99,99,99,999,1015.5,10.8,13.6,999,99,99
2024,03,03,10,01,240,6.2,99,99,99,99,999,1015.2,11.3,13.6,999,99,99
2024,03,03,11,01,280,8.8,99,99,99,99,999,1015.1,11.6,13.6,999,99,99
2024,03,03,12,01,280,6.7,99,99,99,99,999,1015.5,11.6,13.6,999,99,99
2024,03,03,13,01,260,4.1,99,99,99,99,999,1015.7,10.8,13.5,999,99,99
2024,03,03,14,01,260,4.1,99,99,99,99,999,1016.3,11.2,13.5,999,99,99
2024,03,03,15,01,360,2.1,99,99,99,99,999,1016.9,10.6,13.5,999,99,99
2024,03,03,16,01,210,1,99,99,99,99,999,1017.8,10.4,13.5,999,99,99
2024,03,03,17,01,80,2.6,99,99,99,99,999,1018.7,10.6,13.5,999,99,99
2024,03,03,18,01,180,4.6,99,99,99,99,999,1019.2,11,13.6,999,99,99
2024,03,03,19,01,210,4.6,99,99,99,99,999,1019.4,11.6,13.7,999,99,99
2024,03,03,20,01,220,4.1,99,99,99,99,999,1018.8,12.3,13.7,999,99,99
2024,03,03,21,01,230,6.7,99,99,99,99,999,1018.3,12.6,13.7,999,99,99
2024,03,03,22,01,220,7.2,99,99,99,99,999,1017.9,12.5,13.7,999,99,99
2024,03,03,23,01,250,4.6,99,99,99,99,999,1017.7,11.7,13.7,999,99,99
2024,03,04,00,01,210,6.7,99,99,99,99,999,1017.6,11.3,13.7,999,99,99
2024,03,04,01,01,270,4.1,99,99,99,99,999,1018.2,10.8,13.6,999,99,99
2024,03,04,02,01,230,4.6,99,99,99,99,999,1018,11.5,13.6,999,99,99
2024,03,04,03,01,230,6.2,99,99,99,99,999,1018.4,12.1,13.6,999,99,99
2024,03,04,04,11,280,5.1,99,99,99,99,999,1019,12.1,13.5,999,99,99
2024,03,04,05,11,270,3.6,99,99,99,99,999,1019.5,12.1,13.6,999,99,99
2024,03,04,06,11,260,4.6,99,99,99,99,999,1019.9,12,13.6,999,99,99
2024,03,04,07,11,260,2.6,99,99,99,99,999,1020.3,12,13.6,999,99,99
2024,03,04,08,11,210,4.1,99,99,99,99,999,1020.7,11.4,13.6,999,99,99
2024,03,04,09,11,250,3.1,99,99,99,99,999,1020.7,11.4,13.6,999,99,99
2024,03,04,10,11,300,1,99,99,99,99,999,1020.4,10.9,13.6,999,99,99
2024,03,04,11,11,80,1,99,99,99,99,999,1019.9,10.9,13.5,999,99,99
2024,03,04,12,11,350,6.2,99,99,99,99,999,1020,10.3,13.5,999,99,99
2024,03,04,13,11,40,4.6,99,99,99,99,999,1020.5,10.2,13.6,999,99,99
2024,03,04,14,11,70,3.1,99,99,99,99,999,1020.9,10.2,13.5,999,99,99
2024,03,04,15,11,150,1,99,99,99,99,999,1021.3,10.6,13.5,999,99,99
2024,03,04,16,11,0,0,99,99,99,99,999,1022,11.7,13.6,999,99,99
2024,03,04,17,11,40,3.1,99,99,99,99,999,1022.5,11.2,13.6,999,99,99
2024,03,04,18,11,60,3.1,99,99,99,99,999,1022.8,10.9,13.7,999,99,99
2024,03,04,19,11,180,1,99,99,99,99,999,1023,11.8,13.7,999,99,99
2024,03,04,20,11,0,0,99,99,99,99,999,1022.9,12.4,13.8,999,99,99
2024,03,04,21,11,210,3.1,99,99,99,99,999,1022.1,12,14.1,999,99,99
2024,03,04,22,11,220,3.6,99,99,99,99,999,1021.5,12.1,14.1,999,99,99
2024,03,04,23,11,240,2.6,99,99,99,99,999,1021.2,12.3,14.1,999,99,99
2024,03,05,00,11,250,2.6,99,99,99,99,999,1020.9,12.6,14.1,999,99,99
2024,03,05,01,11,270,2.1,99,99,99,99,999,1020.7,12.4,14,999,99,99
2024,03,05,02,11,260,2.6,99,99,99,99,999,1020.8,12.2,13.9,999,99,99
2024,03,05,03,11,260,2.1,99,99,99,99,999,1020.8,12.2,13.9,999,99,99
2024,03,05,04,11,250,1,99,99,99,99,999,1020.7,12.2,13.9,999,99,99
2024,03,05,05,11,0,0,99,99,99,99,999,1020.7,12.2,13.8,999,99,99
2024,03,05,06,11,180,1,99,99,99,99,999,1020.5,12.2,13.8,999,99,99
2024,03,05,07,11,210,1,99,99,99,99,999,1020.8,12.3,13.8,999,99,99
2024,03,05,08,11,180,1.5,99,99,99,99,999,1020.7,12.4,13.7,999,99,99
2024,03,05,09,11,150,2.1,99,99,99,99,999,1020.3,12.4,13.8,999,99,99
2024,03,05,10,11,90,4.6,99,99,99,99,999,1019.8,11.5,13.8,999,99,99
2024,03,05,11,11,120,3.6,99,99,99,99,999,1019.3,11.5,13.7,999,99,99
2024,03,05,12,11,100,5.1,99,99,99,99,999,1018.8,11.6,13.7,999,99,99
2024,03,05,13,11,100,6.7,99,99,99,99,999,1018.9,11.2,13.7,999,99,99
2024,03,05,14,11,100,4.6,99,99,99,99,999,1018.7,10.8,13.6,999,99,99
2024,03,05,15,11,100,4.1,99,99,99,99,999,1019,11.6,13.6,999,99,99
2024,03,05,16,11,90,7.2,99,99,99,99,999,1019.1,11,13.6,999,99,99
2024,03,05,17,11,90,6.2,99,99,99,99,999,1019.3,11.2,13.6,999,99,99
2024,03,05,18,11,70,5.1,99,99,99,99,999,1019.3,12.3,13.6,999,99,99
2024,03,05,19,11,90,1.5,99,99,99,99,999,1019.2,12.2,13.6,999,99,99
2024,03,05,20,11,190,7.2,99,99,99,99,999,1018.8,13.7,13.6,999,99,99
2024,03,05,21,11,190,7.7,99,99,99,99,999,1018,13.5,13.6,999,99,99
2024,03,05,22,11,190,7.7,99,99,99,99,999,1017.4,13.6,13.6,999,99,99
2024,03,05,23,11,200,8.2,99,99,99,99,999,1016.7,13.4,13.6,999,99,99
2024,03,06,00,11,210,7.7,99,99,99,99,999,1016,13.4,13.6,999,99,99
2024,03,06,02,03,200,7.7,99,99,99,99,999,1015.7,13.2,13.6,999,99,99
2024,03,06,03,11,200,6.7,99,99,99,99,999,1015.4,13.3,13.6,999,99,99
2024,03,06,04,11,200,6.2,99,99,99,99,999,1015.2,13.2,13.6,999,99,99
2024,03,06,05,11,210,5.7,99,99,99,99,999,1015.3,13.2,13.6,999,99,99
2024,03,06,06,11,190,7.7,99,99,99,99,999,1015,13.2,13.6,999,99,99
2024,03,06,07,11,200,5.7,99,99,99,99,999,1014.7,13.2,13.6,999,99,99
2024,03,06,08,11,170,5.1,99,99,99,99,999,1014.6,12.9,13.6,999,99,99
2024,03,06,09,11,160,5.7,99,99,99,99,999,1014.4,12.6,13.6,999,99,99
2024,03,06,10,11,100,5.1,99,99,99,99,999,1014.4,12.5,13.6,999,99,99
2024,03,06,11,11,80,4.1,99,99,99,99,999,1013.5,12.6,13.6,999,99,99
2024,03,06,12,11,90,5.1,99,99,99,99,999,1012.4,12.3,13.6,999,99,99
2024,03,06,13,11,110,2.6,99,99,99,99,999,1012.3,12.3,13.6,999,99,99
2024,03,06,14,11,70,2.6,99,99,99,99,999,1012.2,12.4,13.6,999,99,99
2024,03,06,15,11,60,4.6,99,99,99,99,999,1012.3,12.4,13.6,999,99,99
2024,03,06,16,11,80,4.6,99,99,99,99,999,1012.7,12.4,13.5,999,99,99
2024,03,06,17,11,70,4.1,99,99,99,99,999,1013.1,12.8,13.6,999,99,99
2024,03,06,18,11,50,4.6,99,99,99,99,999,1012.9,13.1,13.6,999,99,99
2024,03,06,19,11,30,2.1,99,99,99,99,999,1013,13.2,13.6,999,99,99
2024,03,06,20,11,280,1,99,99,99,99,999,1012.6,13.7,13.7,999,99,99
2024,03,06,21,11,260,1.5,99,99,99,99,999,1012.3,13.8,14,999,99,99
2024,03,06,22,11,220,4.1,99,99,99,99,999,1012,13.1,14,999,99,99
2024,03,06,22,48,240,8.2,99,99,99,99,999,1012.1,13.2,13.9,999,99,99
2024,03,07,00,11,290,6.7,99,99,99,99,999,1012,13.4,13.8,999,99,99
2024,03,07,01,11,310,5.1,99,99,99,99,999,1011.9,13.2,13.8,999,99,99
2024,03,07,02,11,290,4.6,99,99,99,99,999,1012.1,13.1,13.7,999,99,99
2024,03,07,03,11,300,9.3,99,99,99,99,999,1012.3,12.9,13.7,999,99,99
2024,03,07,04,11,300,8.8,99,99,99,99,999,1012.5,12.5,13.6,999,99,99
2024,03,07,05,11,300,9.3,99,99,99,99,999,1013.2,12.6,13.6,999,99,99
2024,03,07,06,11,300,8.8,99,99,99,99,999,1013.8,12.5,13.6,999,99,99
2024,03,07,07,11,290,10.8,99,99,99,99,999,1014,12.4,13.6,999,99,99
2024,03,07,08,11,300,10.8,99,99,99,99,999,1014.2,12.2,13.5,999,99,99
2024,03,07,09,11,290,9.3,99,99,99,99,999,1014.3,12.3,13.5,999,99,99
2024,03,07,10,11,290,4.6,99,99,99,99,999,1014.3,12.2,13.5,999,99,99
2024,03,07,11,11,290,6.7,99,99,99,99,999,1013.8,12.4,13.5,999,99,99
2024,03,07,12,11,290,8.2,99,99,99,99,999,1014,12.2,13.6,999,99,99
2024,03,07,13,11,300,9.8,99,99,99,99,999,1014.3,12,13.7,999,99,99
2024,03,07,14,11,310,10.3,99,99,99,99,999,1014.9,11.9,13.7,999,99,99
2024,03,07,15,11,310,9.3,99,99,99,99,999,1015.7,11.8,13.7,999,99,99
2024,03,07,16,11,300,8.8,99,99,99,99,999,1016.4,11.9,13.7,999,99,99
2024,03,07,17,11,290,6.2,99,99,99,99,999,1016.8,12,13.7,999,99,99
2024,03,07,18,11,300,9.8,99,99,99,99,999,1016.9,12,13.7,999,99,99
2024,03,07,19,11,300,9.8,99,99,99,99,999,1017,12,13.7,999,99,99
2024,03,07,20,11,290,9.8,99,99,99,99,999,1017.2,12.1,13.7,999,99,99
2024,03,07,21,11,290,8.2,99,99,99,99,999,1016.9,11.9,13.8,999,99,99
2024,03,07,22,11,300,6.7,99,99,99,99,999,1017.1,12.3,13.8,999,99,99
2024,03,07,23,11,300,7.2,99,99,99,99,999,1017.1,12.6,13.8,999,99,99
2024,03,08,00,11,300,9.3,99,99,99,99,999,1017.2,12.8,13.8,999,99,99
2024,03,08,01,11,300,13.9,99,99,99,99,999,1017.3,12.8,13.8,999,99,99
2024,03,08,02,11,300,11.8,99,99,99,99,999,1017.7,12.9,13.8,999,99,99
2024,03,08,03,11,310,7.7,99,99,99,99,999,1018.5,12.9,13.8,999,99,99
2024,03,08,04,11,310,6.7,99,99,99,99,999,1019.3,12.7,13.8,999,99,99
2024,03,08,05,11,300,5.7,99,99,99,99,999,1020.3,12.7,13.7,999,99,99
2024,03,08,06,11,320,5.1,99,99,99,99,999,1020.6,12.7,13.7,999,99,99
2024,03,08,07,11,350,3.6,99,99,99,99,999,1020.7,12.3,13.7,999,99,99
2024,03,08,08,11,0,0,99,99,99,99,999,1020.9,12.1,13.7,999,99,99
2024,03,08,09,11,320,1,99,99,99,99,999,1021.1,12,13.6,999,99,99
2024,03,08,10,11,20,3.6,99,99,99,99,999,1021,11.9,13.7,999,99,99
2024,03,08,11,11,350,2.1,99,99,99,99,999,1021,11.3,13.7,999,99,99
2024,03,08,12,11,50,2.1,99,99,99,99,999,1021.3,11.1,13.7,999,99,99
